# rank	legacy	wide	full
31547	aa8c6fd4e4c255f92c9d4dae81cb17d3	5d8f217b222dbc47baee53b69bf025ac	20288600fa3f4617033304ba11c49187
31548	aa8c6fd4e4c255f92c9d4dae81cb17d3	5d8f217b222dbc47baee53b69bf025ac	20288600fa3f4617033304ba11c49187
31549	31c17d578df4057543ae62f61c941b21	e9fd780750a3f4b3b2530c0b0b1f9306	408b3f00622bbd7d9ca87912864688b9
31550	31c17d578df4057543ae62f61c941b21	e9fd780750a3f4b3b2530c0b0b1f9306	408b3f00622bbd7d9ca87912864688b9
31551	31c17d578df4057543ae62f61c941b21	e9fd780750a3f4b3b2530c0b0b1f9306	408b3f00622bbd7d9ca87912864688b9
31552	70e4f1534e206b4c81bfcf644fbeb671	e735c2bf0636cb206591ceb6adfbee7e	d0d914f14ec65590f90d661075ab5671
31553	70e4f1534e206b4c81bfcf644fbeb671	e735c2bf0636cb206591ceb6adfbee7e	d0d914f14ec65590f90d661075ab5671
31554	7424961c585d6bfa00d162bc79bc1f2a	a24f0e3469de3ac2176fe7b7edda8921	f44d3b1fb620e51a3261d51d74d88e1a
31555	7424961c585d6bfa00d162bc79bc1f2a	a24f0e3469de3ac2176fe7b7edda8921	f44d3b1fb620e51a3261d51d74d88e1a
31556	ee6e5fc9e7e464fe41430a5ce58f2cfb	5511f310238c948e38a699ce1988d7ec	79d7af2431a5b05892f6e90f3bbf313f
31557	ee6e5fc9e7e464fe41430a5ce58f2cfb	5511f310238c948e38a699ce1988d7ec	79d7af2431a5b05892f6e90f3bbf313f
31558	ee6e5fc9e7e464fe41430a5ce58f2cfb	5511f310238c948e38a699ce1988d7ec	79d7af2431a5b05892f6e90f3bbf313f
31559	fc640c7b24f224f4fa5579fe70eb8215	7a8ff6db258851e886fb65201c582bb2	85ef17a461bad8f87d1aa801e6336e65
31560	dc4cc57fd7f5e4313c52237a1e6c9845	122649db160ccc2fd5c6476113fe49ba	4d352558dae9d27dcf714f8444cc3405
31561	da2b4a5f96d6f3ea9ec2314a80e1db11	d043f58479230ebaece7f95755d3ab4e	cf78ea2580dceb34933c40657b6f7865
31562	da2b4a5f96d6f3ea9ec2314a80e1db11	d043f58479230ebaece7f95755d3ab4e	cf78ea2580dceb34933c40657b6f7865
31563	da2b4a5f96d6f3ea9ec2314a80e1db11	d043f58479230ebaece7f95755d3ab4e	cf78ea2580dceb34933c40657b6f7865
31564	da2b4a5f96d6f3ea9ec2314a80e1db11	d043f58479230ebaece7f95755d3ab4e	cf78ea2580dceb34933c40657b6f7865
31565	da2b4a5f96d6f3ea9ec2314a80e1db11	d043f58479230ebaece7f95755d3ab4e	cf78ea2580dceb34933c40657b6f7865
31566	da2b4a5f96d6f3ea9ec2314a80e1db11	d043f58479230ebaece7f95755d3ab4e	cf78ea2580dceb34933c40657b6f7865
31567	da2b4a5f96d6f3ea9ec2314a80e1db11	d043f58479230ebaece7f95755d3ab4e	cf78ea2580dceb34933c40657b6f7865
31568	c52464cd42cc8001f59e59cc0605128d	54e41c4818a620ff190cbead54ae4872	a297b5259ef17b9945e77aa0e510ec4d
31569	c52464cd42cc8001f59e59cc0605128d	54e41c4818a620ff190cbead54ae4872	a297b5259ef17b9945e77aa0e510ec4d
31570	c52464cd42cc8001f59e59cc0605128d	54e41c4818a620ff190cbead54ae4872	a297b5259ef17b9945e77aa0e510ec4d
31571	5b7254b548beda42ba5b57ee2ba188d1	a28acf953dbed2f2e398e0e0a4faeb5e	58a05c1a19e342bc0c1fe86fef558f35
31572	5b7254b548beda42ba5b57ee2ba188d1	a28acf953dbed2f2e398e0e0a4faeb5e	58a05c1a19e342bc0c1fe86fef558f35
31573	c52464cd42cc8001f59e59cc0605128d	54e41c4818a620ff190cbead54ae4872	a297b5259ef17b9945e77aa0e510ec4d
31574	c52464cd42cc8001f59e59cc0605128d	54e41c4818a620ff190cbead54ae4872	a297b5259ef17b9945e77aa0e510ec4d
31575	c52464cd42cc8001f59e59cc0605128d	54e41c4818a620ff190cbead54ae4872	a297b5259ef17b9945e77aa0e510ec4d
31576	5b7254b548beda42ba5b57ee2ba188d1	a28acf953dbed2f2e398e0e0a4faeb5e	58a05c1a19e342bc0c1fe86fef558f35
31577	5b7254b548beda42ba5b57ee2ba188d1	a28acf953dbed2f2e398e0e0a4faeb5e	58a05c1a19e342bc0c1fe86fef558f35
31578	282b2b7792d08016d25b5e2531edb688	b7c4f9ac96941cee920b3f21237d23fb	e44de0ac73bc348cee7cc17ebfd6ad0c
31579	282b2b7792d08016d25b5e2531edb688	b7c4f9ac96941cee920b3f21237d23fb	e44de0ac73bc348cee7cc17ebfd6ad0c
31580	282b2b7792d08016d25b5e2531edb688	b7c4f9ac96941cee920b3f21237d23fb	e44de0ac73bc348cee7cc17ebfd6ad0c
