# rank	legacy	wide	full
39434	b283769466fcdf837a9afd1a1daac39a	cf364850cb75bc6d9eed27e7b332e479	e478d2a036919e33e787ce2b374ecd72
39435	b283769466fcdf837a9afd1a1daac39a	cf364850cb75bc6d9eed27e7b332e479	e478d2a036919e33e787ce2b374ecd72
39436	150b7bd7bf94ca94d57e4818f52864b6	df284114d0966580182fd1be37aab35d	60934ff2130d5f40efe13af64a9577be
39437	150b7bd7bf94ca94d57e4818f52864b6	df284114d0966580182fd1be37aab35d	60934ff2130d5f40efe13af64a9577be
39438	150b7bd7bf94ca94d57e4818f52864b6	df284114d0966580182fd1be37aab35d	60934ff2130d5f40efe13af64a9577be
39439	150b7bd7bf94ca94d57e4818f52864b6	df284114d0966580182fd1be37aab35d	60934ff2130d5f40efe13af64a9577be
39440	150b7bd7bf94ca94d57e4818f52864b6	df284114d0966580182fd1be37aab35d	60934ff2130d5f40efe13af64a9577be
39441	d36b796559070cb442a2513e4aa8fce2	ef8cf3d761bbbb6006e1b389d2864db9	125d390f98fc34aea87a96120376e856
39442	d36b796559070cb442a2513e4aa8fce2	ef8cf3d761bbbb6006e1b389d2864db9	125d390f98fc34aea87a96120376e856
39443	d36b796559070cb442a2513e4aa8fce2	ef8cf3d761bbbb6006e1b389d2864db9	125d390f98fc34aea87a96120376e856
39444	d36b796559070cb442a2513e4aa8fce2	ef8cf3d761bbbb6006e1b389d2864db9	125d390f98fc34aea87a96120376e856
39445	d36b796559070cb442a2513e4aa8fce2	ef8cf3d761bbbb6006e1b389d2864db9	125d390f98fc34aea87a96120376e856
39446	d36b796559070cb442a2513e4aa8fce2	ef8cf3d761bbbb6006e1b389d2864db9	125d390f98fc34aea87a96120376e856
39447	d36b796559070cb442a2513e4aa8fce2	ef8cf3d761bbbb6006e1b389d2864db9	125d390f98fc34aea87a96120376e856
39448	de7ab84f0852a5f429a1660549759c8c	e97019286f3847a0eb6a82fa9948418f	a788da3fac894a8c70cedb6691b574b4
39449	de7ab84f0852a5f429a1660549759c8c	e97019286f3847a0eb6a82fa9948418f	a788da3fac894a8c70cedb6691b574b4
39450	de7ab84f0852a5f429a1660549759c8c	e97019286f3847a0eb6a82fa9948418f	a788da3fac894a8c70cedb6691b574b4
39451	de7ab84f0852a5f429a1660549759c8c	e97019286f3847a0eb6a82fa9948418f	a788da3fac894a8c70cedb6691b574b4
39452	de7ab84f0852a5f429a1660549759c8c	e97019286f3847a0eb6a82fa9948418f	a788da3fac894a8c70cedb6691b574b4
39453	4c0fb38e533793a56426d512f16a23a1	0e9cc35074698973decd4e32abca5006	6d4470de9d6e51375c4ec91a5545774d
39454	4c0fb38e533793a56426d512f16a23a1	0e9cc35074698973decd4e32abca5006	6d4470de9d6e51375c4ec91a5545774d
39455	4c0fb38e533793a56426d512f16a23a1	0e9cc35074698973decd4e32abca5006	6d4470de9d6e51375c4ec91a5545774d
39456	4c0fb38e533793a56426d512f16a23a1	0e9cc35074698973decd4e32abca5006	6d4470de9d6e51375c4ec91a5545774d
39457	4c0fb38e533793a56426d512f16a23a1	0e9cc35074698973decd4e32abca5006	6d4470de9d6e51375c4ec91a5545774d
39458	a023f41d455b150f1686160d41098d7e	ef02446a6a5709b9031816c82b0f953d	de8e81768718b8478eba3c2fc94a3e86
39459	a023f41d455b150f1686160d41098d7e	ef02446a6a5709b9031816c82b0f953d	de8e81768718b8478eba3c2fc94a3e86
39460	a023f41d455b150f1686160d41098d7e	ef02446a6a5709b9031816c82b0f953d	de8e81768718b8478eba3c2fc94a3e86
39461	a023f41d455b150f1686160d41098d7e	ef02446a6a5709b9031816c82b0f953d	de8e81768718b8478eba3c2fc94a3e86
39462	a023f41d455b150f1686160d41098d7e	ef02446a6a5709b9031816c82b0f953d	de8e81768718b8478eba3c2fc94a3e86
39463	a023f41d455b150f1686160d41098d7e	ef02446a6a5709b9031816c82b0f953d	de8e81768718b8478eba3c2fc94a3e86
