# rank	legacy	wide	full
23660	fc73964c94f5fdf2449ec279afc18479	8d85c6bb14041232d658947ec0495d96	f0863d8f6922346c80e842fd33ccd9a5
23661	fc73964c94f5fdf2449ec279afc18479	8d85c6bb14041232d658947ec0495d96	f0863d8f6922346c80e842fd33ccd9a5
23662	fc73964c94f5fdf2449ec279afc18479	8d85c6bb14041232d658947ec0495d96	f0863d8f6922346c80e842fd33ccd9a5
23663	fc73964c94f5fdf2449ec279afc18479	8d85c6bb14041232d658947ec0495d96	f0863d8f6922346c80e842fd33ccd9a5
23664	aa3ca774dfbe9679b8c58112ccbba179	b48e96b434a77ac73807a56903e3899e	4ee3c421601c3c8917f11e5b817a1e31
23665	aa3ca774dfbe9679b8c58112ccbba179	b48e96b434a77ac73807a56903e3899e	4ee3c421601c3c8917f11e5b817a1e31
23666	aa3ca774dfbe9679b8c58112ccbba179	b48e96b434a77ac73807a56903e3899e	4ee3c421601c3c8917f11e5b817a1e31
23667	73492eb33725e0a83877a682365e138b	2363e6247f51584cb100ca586b464bcc	3f872d7e89964a4044bbb1be7514c233
23668	73492eb33725e0a83877a682365e138b	2363e6247f51584cb100ca586b464bcc	3f872d7e89964a4044bbb1be7514c233
23669	3295d4a7b5ecf27180a074396f71d182	3aed3da519a186a791c84ba9e27c7b11	07e73dc7422048c5093a360e5e041b72
23670	3295d4a7b5ecf27180a074396f71d182	3aed3da519a186a791c84ba9e27c7b11	07e73dc7422048c5093a360e5e041b72
23671	3295d4a7b5ecf27180a074396f71d182	3aed3da519a186a791c84ba9e27c7b11	07e73dc7422048c5093a360e5e041b72
23672	3295d4a7b5ecf27180a074396f71d182	3aed3da519a186a791c84ba9e27c7b11	07e73dc7422048c5093a360e5e041b72
23673	3295d4a7b5ecf27180a074396f71d182	3aed3da519a186a791c84ba9e27c7b11	07e73dc7422048c5093a360e5e041b72
23674	3295d4a7b5ecf27180a074396f71d182	3aed3da519a186a791c84ba9e27c7b11	07e73dc7422048c5093a360e5e041b72
23675	3295d4a7b5ecf27180a074396f71d182	3aed3da519a186a791c84ba9e27c7b11	07e73dc7422048c5093a360e5e041b72
23676	ed0263fd3597ae5f1b984684b61f876b	b18f6428c837b1613c655cac28237a74	26fa43638e063533bd004f2e7d7a5193
23677	ed0263fd3597ae5f1b984684b61f876b	b18f6428c837b1613c655cac28237a74	26fa43638e063533bd004f2e7d7a5193
23678	ed0263fd3597ae5f1b984684b61f876b	b18f6428c837b1613c655cac28237a74	26fa43638e063533bd004f2e7d7a5193
23679	ed0263fd3597ae5f1b984684b61f876b	b18f6428c837b1613c655cac28237a74	26fa43638e063533bd004f2e7d7a5193
23680	ed0263fd3597ae5f1b984684b61f876b	b18f6428c837b1613c655cac28237a74	26fa43638e063533bd004f2e7d7a5193
23681	85718d1c4ac84fad18db4240425135d3	7d956abe80cfeb4bb8b331f3eebb291c	cc040b9c78c96d6f485132934d965f07
23682	85718d1c4ac84fad18db4240425135d3	7d956abe80cfeb4bb8b331f3eebb291c	cc040b9c78c96d6f485132934d965f07
23683	85718d1c4ac84fad18db4240425135d3	7d956abe80cfeb4bb8b331f3eebb291c	cc040b9c78c96d6f485132934d965f07
23684	85718d1c4ac84fad18db4240425135d3	7d956abe80cfeb4bb8b331f3eebb291c	cc040b9c78c96d6f485132934d965f07
23685	85718d1c4ac84fad18db4240425135d3	7d956abe80cfeb4bb8b331f3eebb291c	cc040b9c78c96d6f485132934d965f07
23686	85718d1c4ac84fad18db4240425135d3	7d956abe80cfeb4bb8b331f3eebb291c	cc040b9c78c96d6f485132934d965f07
23687	85718d1c4ac84fad18db4240425135d3	7d956abe80cfeb4bb8b331f3eebb291c	cc040b9c78c96d6f485132934d965f07
23688	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23689	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23690	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23691	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23692	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23693	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23694	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23695	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23696	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23697	f217bb301461e9e8f508481e40ed95a6	35a167dbabf32064d9249c9ecda5156d	dcecd83ab272c0ea36da1c35a2e9bd62
23698	0beeb5fdf4f95a3610b11a4ad4d84fd5	b0f35637d27c5ac6ba678f122be53a42	f64874ba34b57234ce38354cb54f56a1
23699	0beeb5fdf4f95a3610b11a4ad4d84fd5	b0f35637d27c5ac6ba678f122be53a42	f64874ba34b57234ce38354cb54f56a1
23700	0beeb5fdf4f95a3610b11a4ad4d84fd5	b0f35637d27c5ac6ba678f122be53a42	f64874ba34b57234ce38354cb54f56a1
23701	ef2f8f05df5c00ebd231e269c9d0cc31	c67b82e0496af75dea4ab5c1bfc2c9a6	700a403c2d38388d4e743599bb8ab38d
23702	ef2f8f05df5c00ebd231e269c9d0cc31	c67b82e0496af75dea4ab5c1bfc2c9a6	700a403c2d38388d4e743599bb8ab38d
23703	ef2f8f05df5c00ebd231e269c9d0cc31	c67b82e0496af75dea4ab5c1bfc2c9a6	700a403c2d38388d4e743599bb8ab38d
23704	7d49dd06fb1ce060a538fce098d46d25	3054f86a8d53e544586458560a835272	2b4da4184e6af2722c880cbefb1d2309
23705	def7ae7baca1c1b1afe8a5d729dd269f	53b4f76d587d300f0c7b9069321c2878	f200bea7f4246f17ac9b4f526bb4370b
23706	def7ae7baca1c1b1afe8a5d729dd269f	53b4f76d587d300f0c7b9069321c2878	f200bea7f4246f17ac9b4f526bb4370b
23707	def7ae7baca1c1b1afe8a5d729dd269f	53b4f76d587d300f0c7b9069321c2878	f200bea7f4246f17ac9b4f526bb4370b
23708	def7ae7baca1c1b1afe8a5d729dd269f	53b4f76d587d300f0c7b9069321c2878	f200bea7f4246f17ac9b4f526bb4370b
23709	def7ae7baca1c1b1afe8a5d729dd269f	53b4f76d587d300f0c7b9069321c2878	f200bea7f4246f17ac9b4f526bb4370b
23710	23bd6b8f42f166062654fc8cbf7f15d0	07389ed9f803ee3e44df91605d6fca13	e91866e959d1c5c238274beb2907f6e0
