# rank	legacy	wide	full
27603	1eaa1b39b2346c2d64b582eec6ea0480	b738d77f2885793e8e874a4c0d24b3b9	28199794fff34252e8c5c8148a5c2fae
27604	4b8dde3707f1ebd00437da86a2719c70	2b8d0fb2750d19b86009463b208e40cd	045657d70def8f8f2bd07818eb64cad0
27605	4b8dde3707f1ebd00437da86a2719c70	2b8d0fb2750d19b86009463b208e40cd	045657d70def8f8f2bd07818eb64cad0
27606	4b8dde3707f1ebd00437da86a2719c70	2b8d0fb2750d19b86009463b208e40cd	045657d70def8f8f2bd07818eb64cad0
27607	4b8dde3707f1ebd00437da86a2719c70	2b8d0fb2750d19b86009463b208e40cd	045657d70def8f8f2bd07818eb64cad0
27608	4b8dde3707f1ebd00437da86a2719c70	2b8d0fb2750d19b86009463b208e40cd	045657d70def8f8f2bd07818eb64cad0
27609	c1377da183fca1581236e5d8c9b63b9a	f34bd199ab19398964981d36a80d8cc8	9f912f5ef03268777d04efdf86ff77b7
27610	c1377da183fca1581236e5d8c9b63b9a	f34bd199ab19398964981d36a80d8cc8	9f912f5ef03268777d04efdf86ff77b7
27611	c1377da183fca1581236e5d8c9b63b9a	f34bd199ab19398964981d36a80d8cc8	9f912f5ef03268777d04efdf86ff77b7
27612	d745b2b97e2fb2a15b207a94819db6d2	113c6f63d3e735bffe8c35912a56eb57	e1e9d19b250a2bb79c8660dc9a054dc0
27613	d745b2b97e2fb2a15b207a94819db6d2	113c6f63d3e735bffe8c35912a56eb57	e1e9d19b250a2bb79c8660dc9a054dc0
27614	04ce4f7b0b294222ac2223a8c22a9b08	a2ee28a62c5188814d7bdff5f290bf6c	80a884d77b07ee2f53a1e73cd19b147b
27615	04ce4f7b0b294222ac2223a8c22a9b08	a2ee28a62c5188814d7bdff5f290bf6c	80a884d77b07ee2f53a1e73cd19b147b
27616	88140ac138e45dfee27293c4bef2810a	9bc9f588023300bc9f9aa0c87ed7eaeb	c980f6802ca21e5df0ba9a094b0d526a
27617	88140ac138e45dfee27293c4bef2810a	9bc9f588023300bc9f9aa0c87ed7eaeb	c980f6802ca21e5df0ba9a094b0d526a
27618	88140ac138e45dfee27293c4bef2810a	9bc9f588023300bc9f9aa0c87ed7eaeb	c980f6802ca21e5df0ba9a094b0d526a
27619	88140ac138e45dfee27293c4bef2810a	9bc9f588023300bc9f9aa0c87ed7eaeb	c980f6802ca21e5df0ba9a094b0d526a
27620	88140ac138e45dfee27293c4bef2810a	9bc9f588023300bc9f9aa0c87ed7eaeb	c980f6802ca21e5df0ba9a094b0d526a
27621	72dda5576fa08f3a863463e2cf0a6d4b	9b902b858b1ae9a3eedd52903ff57ff0	3f54de529d3ea60139355088fdba2229
27622	72dda5576fa08f3a863463e2cf0a6d4b	9b902b858b1ae9a3eedd52903ff57ff0	3f54de529d3ea60139355088fdba2229
27623	72dda5576fa08f3a863463e2cf0a6d4b	9b902b858b1ae9a3eedd52903ff57ff0	3f54de529d3ea60139355088fdba2229
27624	72dda5576fa08f3a863463e2cf0a6d4b	9b902b858b1ae9a3eedd52903ff57ff0	3f54de529d3ea60139355088fdba2229
27625	72dda5576fa08f3a863463e2cf0a6d4b	9b902b858b1ae9a3eedd52903ff57ff0	3f54de529d3ea60139355088fdba2229
27626	72dda5576fa08f3a863463e2cf0a6d4b	9b902b858b1ae9a3eedd52903ff57ff0	3f54de529d3ea60139355088fdba2229
27627	72dda5576fa08f3a863463e2cf0a6d4b	9b902b858b1ae9a3eedd52903ff57ff0	3f54de529d3ea60139355088fdba2229
27628	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27629	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27630	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27631	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27632	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27633	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27634	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27635	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27636	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27637	51ad70e86c6225f01133a3e1daa48f56	3755865881dde969e737c49651904fdb	37af399d59f63fe765cb246c702451e8
27638	98fe3541505e3613ebb79c11a23003b2	50c8a041894088f280f769260abb3156	c0453d61596a46992e5f3fd871c51fc7
