# rank	legacy	wide	full
27603	29d47df256fdd99d6292e543d379d8ee	2adcd61dd0956fc3d10cb87aa4dc5c5d	6ff3e6f99bfe5651effb661d33e31e6e
27604	12a5c112fe1a175d12caa1cdc699685e	e3a5d39cddaa7e233e3a0a8e9dfe2c5d	945d1bb96b225c8fb7a176912442783a
27605	12a5c112fe1a175d12caa1cdc699685e	e3a5d39cddaa7e233e3a0a8e9dfe2c5d	945d1bb96b225c8fb7a176912442783a
27606	12a5c112fe1a175d12caa1cdc699685e	e3a5d39cddaa7e233e3a0a8e9dfe2c5d	945d1bb96b225c8fb7a176912442783a
27607	12a5c112fe1a175d12caa1cdc699685e	e3a5d39cddaa7e233e3a0a8e9dfe2c5d	945d1bb96b225c8fb7a176912442783a
27608	12a5c112fe1a175d12caa1cdc699685e	e3a5d39cddaa7e233e3a0a8e9dfe2c5d	945d1bb96b225c8fb7a176912442783a
27609	b529a6f29ea3426977d62d7266a8177e	8172855023e44caf0a161e2960c5230d	419c4c250bef26dbd3210db4207b2522
27610	b529a6f29ea3426977d62d7266a8177e	8172855023e44caf0a161e2960c5230d	419c4c250bef26dbd3210db4207b2522
27611	b529a6f29ea3426977d62d7266a8177e	8172855023e44caf0a161e2960c5230d	419c4c250bef26dbd3210db4207b2522
27612	2289275025f225a982720cbe979e4bf8	66bf740aed486dff2bce63965133a883	bde00359daf89457445df70ef36f2954
27613	2289275025f225a982720cbe979e4bf8	66bf740aed486dff2bce63965133a883	bde00359daf89457445df70ef36f2954
27614	2289275025f225a982720cbe979e4bf8	66bf740aed486dff2bce63965133a883	bde00359daf89457445df70ef36f2954
27615	2289275025f225a982720cbe979e4bf8	66bf740aed486dff2bce63965133a883	bde00359daf89457445df70ef36f2954
27616	175392a9e7a74ff4c7542025156fabc4	498655069b742dd07adc907607c6adb7	1ad6fb6dcdc01b2227493f310f39c768
27617	175392a9e7a74ff4c7542025156fabc4	498655069b742dd07adc907607c6adb7	1ad6fb6dcdc01b2227493f310f39c768
27618	175392a9e7a74ff4c7542025156fabc4	498655069b742dd07adc907607c6adb7	1ad6fb6dcdc01b2227493f310f39c768
27619	175392a9e7a74ff4c7542025156fabc4	498655069b742dd07adc907607c6adb7	1ad6fb6dcdc01b2227493f310f39c768
27620	175392a9e7a74ff4c7542025156fabc4	498655069b742dd07adc907607c6adb7	1ad6fb6dcdc01b2227493f310f39c768
27621	42f280994ec7b6ebfad2915cf366fcd9	805248b71cc41a5d5f496e94af93c6fe	6514396fb8d80ffd16925b454804718d
27622	42f280994ec7b6ebfad2915cf366fcd9	805248b71cc41a5d5f496e94af93c6fe	6514396fb8d80ffd16925b454804718d
27623	42f280994ec7b6ebfad2915cf366fcd9	805248b71cc41a5d5f496e94af93c6fe	6514396fb8d80ffd16925b454804718d
27624	42f280994ec7b6ebfad2915cf366fcd9	805248b71cc41a5d5f496e94af93c6fe	6514396fb8d80ffd16925b454804718d
27625	42f280994ec7b6ebfad2915cf366fcd9	805248b71cc41a5d5f496e94af93c6fe	6514396fb8d80ffd16925b454804718d
27626	42f280994ec7b6ebfad2915cf366fcd9	805248b71cc41a5d5f496e94af93c6fe	6514396fb8d80ffd16925b454804718d
27627	42f280994ec7b6ebfad2915cf366fcd9	805248b71cc41a5d5f496e94af93c6fe	6514396fb8d80ffd16925b454804718d
27628	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27629	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27630	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27631	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27632	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27633	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27634	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27635	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27636	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27637	1071c0da63be3b529be6d8ff1e1b2df9	568aa98f5a131b82c2046bff63047616	bab15942e4c010382c45584fb4add815
27638	dcc725cd6cc9a70a9001e26012544d0d	7bd6505448b79b1a33e38fdba61095ca	d0be938061a3a7dabd4020bb8ac098f5
27639	dcc725cd6cc9a70a9001e26012544d0d	7bd6505448b79b1a33e38fdba61095ca	d0be938061a3a7dabd4020bb8ac098f5
27640	dcc725cd6cc9a70a9001e26012544d0d	7bd6505448b79b1a33e38fdba61095ca	d0be938061a3a7dabd4020bb8ac098f5
27641	dcc725cd6cc9a70a9001e26012544d0d	7bd6505448b79b1a33e38fdba61095ca	d0be938061a3a7dabd4020bb8ac098f5
27642	dcc725cd6cc9a70a9001e26012544d0d	7bd6505448b79b1a33e38fdba61095ca	d0be938061a3a7dabd4020bb8ac098f5
27643	dcc725cd6cc9a70a9001e26012544d0d	7bd6505448b79b1a33e38fdba61095ca	d0be938061a3a7dabd4020bb8ac098f5
27644	dcc725cd6cc9a70a9001e26012544d0d	7bd6505448b79b1a33e38fdba61095ca	d0be938061a3a7dabd4020bb8ac098f5
27645	275b864df01214e48ca00cd8bd405843	9dd0637e73fecd78c55200c9b1bc25d4	0d91679933d0fef2a1234079da89a75f
27646	275b864df01214e48ca00cd8bd405843	9dd0637e73fecd78c55200c9b1bc25d4	0d91679933d0fef2a1234079da89a75f
27647	275b864df01214e48ca00cd8bd405843	9dd0637e73fecd78c55200c9b1bc25d4	0d91679933d0fef2a1234079da89a75f
27648	275b864df01214e48ca00cd8bd405843	9dd0637e73fecd78c55200c9b1bc25d4	0d91679933d0fef2a1234079da89a75f
27649	275b864df01214e48ca00cd8bd405843	9dd0637e73fecd78c55200c9b1bc25d4	0d91679933d0fef2a1234079da89a75f
27650	63b9e569d03b67f6105e9e917758dd50	5acf4079ff1bfc2e1b04ac3d91271b43	308e511e717f4af267c2f604de231f88
27651	63b9e569d03b67f6105e9e917758dd50	5acf4079ff1bfc2e1b04ac3d91271b43	308e511e717f4af267c2f604de231f88
27652	63b9e569d03b67f6105e9e917758dd50	5acf4079ff1bfc2e1b04ac3d91271b43	308e511e717f4af267c2f604de231f88
27653	63b9e569d03b67f6105e9e917758dd50	5acf4079ff1bfc2e1b04ac3d91271b43	308e511e717f4af267c2f604de231f88
27654	63b9e569d03b67f6105e9e917758dd50	5acf4079ff1bfc2e1b04ac3d91271b43	308e511e717f4af267c2f604de231f88
27655	63b9e569d03b67f6105e9e917758dd50	5acf4079ff1bfc2e1b04ac3d91271b43	308e511e717f4af267c2f604de231f88
