# rank	legacy	wide	full
7886	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7887	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7888	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7889	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7890	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7891	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7892	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7893	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7894	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7895	4d45d851bcbbda99383d59b27d20092d	1f8656efdf5746e7aa3e6dd758292b02	80f43a33e6a9123769387d75214951d1
7896	97628e104c55ffdfdcd19d6819428504	7a6c8556dff84da9a82f15eeddc972ef	705660523c5479e1f8374ea450354a60
7897	f25c83f49cf9b160ce5f8cfeef50f449	3f075cd31574bf24ea14c4f011a94b16	0083dd6a52f5a3b285c02d4a52ef49bd
7898	f25c83f49cf9b160ce5f8cfeef50f449	3f075cd31574bf24ea14c4f011a94b16	0083dd6a52f5a3b285c02d4a52ef49bd
7899	f25c83f49cf9b160ce5f8cfeef50f449	3f075cd31574bf24ea14c4f011a94b16	0083dd6a52f5a3b285c02d4a52ef49bd
7900	f25c83f49cf9b160ce5f8cfeef50f449	3f075cd31574bf24ea14c4f011a94b16	0083dd6a52f5a3b285c02d4a52ef49bd
7901	f25c83f49cf9b160ce5f8cfeef50f449	3f075cd31574bf24ea14c4f011a94b16	0083dd6a52f5a3b285c02d4a52ef49bd
7902	f25c83f49cf9b160ce5f8cfeef50f449	3f075cd31574bf24ea14c4f011a94b16	0083dd6a52f5a3b285c02d4a52ef49bd
7903	f25c83f49cf9b160ce5f8cfeef50f449	3f075cd31574bf24ea14c4f011a94b16	0083dd6a52f5a3b285c02d4a52ef49bd
7904	9a2fff7c1f785ef1036ca54e3c0b72ef	18410b0b131c423fd18cee79301edb08	0b944bdd884d2a51725a326cd0097707
7905	9a2fff7c1f785ef1036ca54e3c0b72ef	18410b0b131c423fd18cee79301edb08	0b944bdd884d2a51725a326cd0097707
7906	9a2fff7c1f785ef1036ca54e3c0b72ef	18410b0b131c423fd18cee79301edb08	0b944bdd884d2a51725a326cd0097707
7907	1bfcb60e72d8dff11b135b331b1e2d1c	4438f40b838022c7bea4f0dae42c69e7	bc7a0e3e37f4e9316412c1bf7c9b639c
7908	1bfcb60e72d8dff11b135b331b1e2d1c	4438f40b838022c7bea4f0dae42c69e7	bc7a0e3e37f4e9316412c1bf7c9b639c
7909	2660d918f97fb1ed68446d87bd6ed275	4766e333e289952b3c6f4e357e07e57a	06f5da5896f894a1e90661d9bde13305
7910	2660d918f97fb1ed68446d87bd6ed275	4766e333e289952b3c6f4e357e07e57a	06f5da5896f894a1e90661d9bde13305
7911	2660d918f97fb1ed68446d87bd6ed275	4766e333e289952b3c6f4e357e07e57a	06f5da5896f894a1e90661d9bde13305
7912	2660d918f97fb1ed68446d87bd6ed275	4766e333e289952b3c6f4e357e07e57a	06f5da5896f894a1e90661d9bde13305
7913	2660d918f97fb1ed68446d87bd6ed275	4766e333e289952b3c6f4e357e07e57a	06f5da5896f894a1e90661d9bde13305
7914	2660d918f97fb1ed68446d87bd6ed275	4766e333e289952b3c6f4e357e07e57a	06f5da5896f894a1e90661d9bde13305
7915	2660d918f97fb1ed68446d87bd6ed275	4766e333e289952b3c6f4e357e07e57a	06f5da5896f894a1e90661d9bde13305
7916	bd8aa1fa639450f91e5923eb2f538ac9	459c93102a7cc807b48fd80832820cde	6767e2662d6aa723a3cc1c82b23cd38d
7917	bd8aa1fa639450f91e5923eb2f538ac9	459c93102a7cc807b48fd80832820cde	6767e2662d6aa723a3cc1c82b23cd38d
7918	bd8aa1fa639450f91e5923eb2f538ac9	459c93102a7cc807b48fd80832820cde	6767e2662d6aa723a3cc1c82b23cd38d
7919	bd8aa1fa639450f91e5923eb2f538ac9	459c93102a7cc807b48fd80832820cde	6767e2662d6aa723a3cc1c82b23cd38d
7920	bd8aa1fa639450f91e5923eb2f538ac9	459c93102a7cc807b48fd80832820cde	6767e2662d6aa723a3cc1c82b23cd38d
7921	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7922	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7923	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7924	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7925	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7926	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7927	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7928	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7929	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7930	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7931	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7932	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7933	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7934	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7935	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7936	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7937	daf35659666f5c933ff48cb806e80b58	57ba8905c89b472d75e8829c1938b403	11702eaeb4999cbbc2dfc15abdae65a0
7938	fd8da491277973c53e74f3e5529afbae	f93b7ad821986f6bf8c19dae3f37821d	7217f67ba9eb2ac569741b7d4c8d44fe
7939	fd8da491277973c53e74f3e5529afbae	f93b7ad821986f6bf8c19dae3f37821d	7217f67ba9eb2ac569741b7d4c8d44fe
7940	fd8da491277973c53e74f3e5529afbae	f93b7ad821986f6bf8c19dae3f37821d	7217f67ba9eb2ac569741b7d4c8d44fe
7941	fd8da491277973c53e74f3e5529afbae	f93b7ad821986f6bf8c19dae3f37821d	7217f67ba9eb2ac569741b7d4c8d44fe
7942	fd8da491277973c53e74f3e5529afbae	f93b7ad821986f6bf8c19dae3f37821d	7217f67ba9eb2ac569741b7d4c8d44fe
7943	fd8da491277973c53e74f3e5529afbae	f93b7ad821986f6bf8c19dae3f37821d	7217f67ba9eb2ac569741b7d4c8d44fe
7944	fd8da491277973c53e74f3e5529afbae	f93b7ad821986f6bf8c19dae3f37821d	7217f67ba9eb2ac569741b7d4c8d44fe
7945	166bc7848105503f8127db66e6205318	383d8474f4e22e0938d15a4f3d3cf9c3	712eed6ee6570bd70d0d0a0e5f394d78
7946	166bc7848105503f8127db66e6205318	383d8474f4e22e0938d15a4f3d3cf9c3	712eed6ee6570bd70d0d0a0e5f394d78
7947	166bc7848105503f8127db66e6205318	383d8474f4e22e0938d15a4f3d3cf9c3	712eed6ee6570bd70d0d0a0e5f394d78
7948	166bc7848105503f8127db66e6205318	383d8474f4e22e0938d15a4f3d3cf9c3	712eed6ee6570bd70d0d0a0e5f394d78
7949	166bc7848105503f8127db66e6205318	383d8474f4e22e0938d15a4f3d3cf9c3	712eed6ee6570bd70d0d0a0e5f394d78
7950	91e0cdfd70fd2dec7fe896bf8d64df00	936c2e31522d0328d55a8b820b437503	c53a430a6dd031e614b6c552bd2c7bd4
7951	91e0cdfd70fd2dec7fe896bf8d64df00	936c2e31522d0328d55a8b820b437503	c53a430a6dd031e614b6c552bd2c7bd4
